Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Prefix/Suffix,TinyURL,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
onedio.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
onedio.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
oneplus.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0
oneplus.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
patch.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
pelis24.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0
perezhilton.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
perezhilton.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
pikabu.ru,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
pitchfork.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
pitchfork.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0
pitchfork.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
pitchfork.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
pitchfork.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
plarium.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
rt.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
500px.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
sberbank.ru,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0
sberbank.ru,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0
chaturbate.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
chaturbate.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
creativemarket.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
screenrant.com,0,0,1,2,0,0,0,1,0,0,1,1,1,1,1,1,0
screenrant.com,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0
dribbble.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
dribbble.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
dribbble.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
searchengineland.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
seasonvar.ru,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
seekingalpha.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
seekingalpha.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
seekingalpha.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
eksisozluk.com,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
serverfault.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
serverfault.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
serverfault.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
serverfault.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
serverfault.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
serverfault.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0
feedly.com,0,0,1,6,1,0,0,0,0,0,1,1,0,0,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,1,1,1,0,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,1,1,1,0,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,1,1,1,0,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,1,1,1,0,0,0,0
sfglobe.com,0,0,1,4,0,0,0,0,0,1,1,1,1,0,0,0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
ifttt.com,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0
ifttt.com,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0
skyrock.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
skyrock.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
skyrock.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
slashdot.org,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
slashdot.org,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
slashdot.org,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
lastpass.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
slickdeals.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
slickdeals.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
slickdeals.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
smallseotools.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
medium.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
medium.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
medium.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
medium.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
medium.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
myspace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
myspace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
myspace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
myspace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
myspace.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
myspace.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
spankbang.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
spankbang.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
paytm.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
paytm.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
paytm.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0
pogo.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0
prezi.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
prezi.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
prezi.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
prezi.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
sprint.com,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1,0
privatbank.ua,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
privatbank.ua,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
privatbank.ua,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
privatbank.ua,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
privatbank.ua,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
privatbank.ua,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
privatbank.ua,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
privatbank.ua,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
squarespace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0
squarespace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0
squarespace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0
squarespace.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0
quizlet.com,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
qz.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
trello.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
superuser.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
suumo.jp,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
variety.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
variety.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
techcrunch.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
techcrunch.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0
techcrunch.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
teespring.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
teespring.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
teespring.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
teespring.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
teespring.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
telegraf.com.ua,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
thechive.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0
themeforest.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
themeforest.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
themeforest.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0
themeforest.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0
thenextweb.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinnhanh360.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
tinypic.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
tunein.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0
tunein.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0
tunein.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,1,0
